text,author
fear wretchedly accommodated said inhabitants mountains simple people without luxuries life almost destitute places held necessaries perceive one inhabitants sir said st aubert,Ann Radcliffe
sir wanderer carriage drove increasing dusk made travellers thankful guide frequent glens opened among mountains would likewise added perplexity,Ann Radcliffe
st aubert looked perceived snowy summit mountain much higher around still reflected suns rays lay deep shade,Ann Radcliffe
length village lights seen twinkle dusk soon cottages discovered valley rather seen reflection stream whose margin stood still gleamed evening light,Ann Radcliffe
stranger however offered walk enquire cottage accommodate civility st aubert returned thanks said village near would alight walk,Ann Radcliffe
dress gives ostensible business procures respect people would perhaps refused lonely stranger visible motive coming among admire taste said st aubert younger man like pass weeks way exceedingly,Ann Radcliffe
wanderer neither plan pursuits exactly like go search health much amusement st aubert sighed paused seeming recollect resumed hear tolerable road shall afford decent accommodation intention pass rousillon along seashore languedoc,Ann Radcliffe
sir seem acquainted country perhaps give information subject stranger said information could give entirely service mentioned road rather east led town whence would easy proceed rousillon,Ann Radcliffe
several entered ignorance poverty mirth seemed equally prevail owners eyed st aubert mixture curiosity timidity,Ann Radcliffe
nothing like bed could found ceased enquire one emily joined observed languor fathers countenance lamented taken road ill provided comforts necessary invalid,Ann Radcliffe
cottages examined seemed somewhat less savage former consisting two rooms could called first occupied mules pigs second family generally consisted six eight children parents slept beds skins dried beech leaves spread upon mud floor,Ann Radcliffe
light admitted smoke discharged aperture roof scent spirits travelling smugglers haunted pyrenees made rude people familiar use liquors generally perceptible enough,Ann Radcliffe
emily turned scenes looked father anxious tenderness young stranger seemed observe drawing st aubert aside made offer bed,Ann Radcliffe
decent one said compared seen yet circumstances ashamed offer st aubert acknowledged much felt obliged kindness refused accept till young stranger would take denial,Ann Radcliffe
doubt landlady accommodate young lady also st aubert length consented could done would accept kindness though felt rather surprised stranger proved deficient gallantry administer repose infirm man rather lovely young woman offered room emily,Ann Radcliffe
way stranger whose name valancourt stepped first speak hostess came welcome st aubert cottage much superior seen,Ann Radcliffe
eggs milk food cottage afforded scarcity provisions st aubert provided requested valancourt stay partake less homely fare invitation readily accepted passed hour intelligent conversation,Ann Radcliffe
st aubert much pleased manly frankness simplicity keen susceptibility grandeur nature new acquaintance discovered indeed often heard say without certain simplicity heart taste could exist strong degree,Ann Radcliffe
valancourt started seat went enquire occasion dispute continued long afterwards st aubert went found michael quarrelling hostess refused let mules lie little room three sons pass night,Ann Radcliffe
place wretched enough people sleep somewhat delicacy usual among inhabitants wild tract country persisted refusing let animals bedchamber children,Ann Radcliffe
dispute length settled valancourt drew hostess aside desired would let muleteer beasts place question sons bed skins designed would wrap cloak sleep bench cottage door,Ann Radcliffe
late st aubert emily retired rooms valancourt station door mild season preferred close cabin bed skins,Ann Radcliffe
st aubert somewhat surprised find room volumes homer horace petrarch name valancourt written told belonged,Ann Radcliffe
truth strange wayward wight fond gentle dreadful scene darkness storm found delight less oceanwave serene southern sun diffusd dazzling sheen,Ann Radcliffe
even sad vicissitude amusd soul sigh would sometimes intervene cheek tear pity roll sigh tear sweet wishd control,Ann Radcliffe
invited stranger breakfast talking road valancourt said months past travelled far beaujeu town consequence way rousillon,Ann Radcliffe
road hamlet said valancourt beaujeu part distance league half hence give leave direct muleteer far,Ann Radcliffe
must wander somewhere company would make pleasanter ramble could take st aubert thankfully accepted offer set together young stranger foot refused invitation st aubert take seat little carriage,Ann Radcliffe
road wound along feet mountains pastoral valley bright verdure varied groves dwarf oak beech sycamore whose branches herds cattle reposed,Ann Radcliffe
mountainash weeping birch often threw pendant foliage steeps scanty soil scarcely concealed roots light branches waved every breeze fluttered mountains,Ann Radcliffe
